"","A_ID","B_ID","Rel_start_time_YEARS"
"98054",11268,9630,40.0002739726027
"98055",11268,11162,40.0002739726027
"98056",11268,13286,40.0002739726027
"98057",11291,12739,40.0002739726027
"98058",11291,8661,40.0002739726027
"98059",11291,10020,40.0002739726027
"98060",11701,8583,40.0002739726027
"98061",11734,10567,40.0002739726027
"98062",11734,9158,40.0002739726027
"98063",11734,8661,40.0002739726027
"98064",11734,13629,40.0002739726027
"98065",11734,11843,40.0002739726027
"98066",12006,11162,40.0002739726027
"98067",12006,7453,40.0002739726027
"98068",12006,9436,40.0002739726027
"98069",12006,13020,40.0002739726027
"98070",12261,9630,40.0002739726027
"98071",12261,9265,40.0002739726027
"98072",12261,7244,40.0002739726027
"98073",12261,7853,40.0002739726027
"98074",12405,2716,40.0002739726027
"98075",12405,8458,40.0002739726027
"98076",12405,13020,40.0002739726027
"98077",12405,9265,40.0002739726027
"98078",12405,13629,40.0002739726027
"98079",12438,9464,40.0002739726027
"98080",12438,9364,40.0002739726027
"98081",12438,9512,40.0002739726027
"98082",12438,5930,40.0002739726027
"98083",12569,9512,40.0002739726027
"98084",12569,13285,40.0002739726027
"98085",12569,7453,40.0002739726027
"98086",9905,9729,40.0835616438356
"98087",10977,11552,40.0835616438356
"98088",11955,11577,40.0835616438356
"98089",6102,6562,40.0835616438356
"98090",6316,8369,40.0835616438356
"98091",6700,7889,40.0835616438356
"98092",7185,10339,40.0835616438356
"98093",7283,9833,40.0835616438356
"98094",7333,11669,40.0835616438356
"98095",7508,6411,40.0835616438356
"98096",7636,8428,40.0835616438356
"98097",9261,12355,40.0835616438356
"98098",9509,10076,40.0835616438356
"98099",9726,11928,40.0835616438356
"98100",9791,12365,40.0835616438356
"98101",9824,13238,40.0835616438356
"98102",10066,11265,40.0835616438356
"98103",10187,8766,40.0835616438356
"98104",10230,11000,40.0835616438356
"98105",10667,13627,40.0835616438356
"98106",10800,8999,40.0835616438356
"98107",10839,12426,40.0835616438356
"98108",11194,13221,40.0835616438356
"98109",11523,11136,40.0835616438356
"98110",11551,14034,40.0835616438356
"98111",11653,12224,40.0835616438356
"98112",11951,14097,40.0835616438356
"98113",12082,11068,40.0835616438356
"98114",12268,12522,40.0835616438356
"98115",12340,9273,40.0835616438356
"98116",12352,9331,40.0835616438356
"98117",12410,11585,40.0835616438356
"98118",12418,11157,40.0835616438356
"98119",12735,13286,40.0835616438356
"98120",13070,12264,40.0835616438356
"98121",2862,5646,40.0835616438356
"98122",3905,7245,40.0835616438356
"98123",4433,678,40.0835616438356
"98124",5880,7300,40.0835616438356
"98125",7008,10830,40.0835616438356
"98126",7225,12224,40.0835616438356
"98127",7928,12924,40.0835616438356
"98128",7945,13020,40.0835616438356
"98129",8919,10937,40.0835616438356
"98130",2201,4105,40.0835616438356
"98131",3942,758,40.0835616438356
"98132",7450,9857,40.0835616438356
"98133",10593,13731,40.0835616438356
"98134",865,835,40.0835616438356
"98135",1158,733,40.0835616438356
"98136",1170,268,40.0835616438356
"98137",2100,5019,40.0835616438356
"98138",2458,171,40.0835616438356
"98139",2663,4916,40.0835616438356
"98140",2876,81,40.0835616438356
"98141",3712,6054,40.0835616438356
"98142",4170,7804,40.0835616438356
"98143",4945,521,40.0835616438356
"98144",5629,8949,40.0835616438356
"98145",5694,5187,40.0835616438356
"98146",5810,7980,40.0835616438356
"98147",6313,9268,40.0835616438356
"98148",6649,10888,40.0835616438356
"98149",6780,6296,40.0835616438356
"98150",6804,8121,40.0835616438356
"98151",7165,10076,40.0835616438356
"98152",7333,10987,40.0835616438356
"98153",7344,7706,40.0835616438356
"98154",7722,10439,40.0835616438356
"98155",8247,9755,40.0835616438356
"98156",8595,12160,40.0835616438356
"98157",8710,10413,40.0835616438356
"98158",9159,6596,40.0835616438356
"98159",9261,10416,40.0835616438356
"98160",9536,10851,40.0835616438356
"98161",9555,9632,40.0835616438356
"98162",9565,10007,40.0835616438356
"98163",9587,10831,40.0835616438356
"98164",10379,13549,40.0835616438356
"98165",10486,11220,40.0835616438356
"98166",10789,11940,40.0835616438356
"98167",11028,11743,40.0835616438356
"98168",11201,11814,40.0835616438356
"98169",12531,11392,40.0835616438356
"98170",12824,13159,40.0835616438356
"98171",13471,13248,40.0835616438356
"98172",13585,12010,40.0835616438356
"98173",1567,4484,40.0835616438356
"98174",3147,11000,40.0835616438356
"98175",5336,8333,40.0835616438356
"98176",5336,5930,40.0835616438356
"98177",7333,8458,40.0835616438356
"98178",8118,13285,40.0835616438356
"98179",8204,9364,40.0835616438356
"98180",8632,11990,40.0835616438356
"98181",9220,6593,40.0835616438356
"98182",10593,8249,40.0835616438356
"98183",12438,5479,40.0835616438356
"98184",12438,8309,40.0835616438356
"98185",1002,12600,40.0835616438356
"98186",1002,12810,40.0835616438356
"98187",1002,11162,40.0835616438356
"98188",1738,8583,40.0835616438356
"98189",1738,9436,40.0835616438356
"98190",1738,10020,40.0835616438356
"98191",1738,12600,40.0835616438356
"98192",2127,5930,40.0835616438356
"98193",2127,11162,40.0835616438356
"98194",2127,10472,40.0835616438356
"98195",2127,13285,40.0835616438356
"98196",3147,350,40.0835616438356
"98197",3147,12739,40.0835616438356
"98198",3147,12624,40.0835616438356
"98199",5336,8458,40.0835616438356
"98200",5336,11162,40.0835616438356
"98201",5336,11117,40.0835616438356
"98202",5336,10567,40.0835616438356
"98203",5336,6593,40.0835616438356
"98204",5336,11121,40.0835616438356
"98205",5336,350,40.0835616438356
"98206",5336,9265,40.0835616438356
"98207",5693,12810,40.0835616438356
"98208",5966,12810,40.0835616438356
"98209",5966,7853,40.0835616438356
"98210",5966,13629,40.0835616438356
"98211",6055,10987,40.0835616438356
"98212",6055,484,40.0835616438356
"98213",6055,9464,40.0835616438356
"98214",6055,9529,40.0835616438356
"98215",6059,11162,40.0835616438356
"98216",6059,2716,40.0835616438356
"98217",6059,8583,40.0835616438356
"98218",6059,13020,40.0835616438356
"98219",6091,7853,40.0835616438356
"98220",6223,13629,40.0835616438356
"98221",6223,9512,40.0835616438356
"98222",6383,10020,40.0835616438356
"98223",6383,13211,40.0835616438356
"98224",6383,12810,40.0835616438356
"98225",6493,350,40.0835616438356
"98226",6493,9630,40.0835616438356
"98227",6493,12810,40.0835616438356
"98228",6493,11162,40.0835616438356
"98229",6493,9265,40.0835616438356
"98230",6493,8249,40.0835616438356
"98231",6534,7453,40.0835616438356
"98232",6534,10987,40.0835616438356
"98233",6534,8583,40.0835616438356
"98234",6534,5479,40.0835616438356
"98235",6534,13629,40.0835616438356
"98236",6534,11990,40.0835616438356
"98237",7106,10987,40.0835616438356
"98238",7106,9158,40.0835616438356
"98239",7106,13629,40.0835616438356
"98240",7106,8458,40.0835616438356
"98241",7106,9436,40.0835616438356
"98242",7106,11121,40.0835616438356
"98243",7333,13020,40.0835616438356
"98244",7333,12624,40.0835616438356
"98245",7333,9906,40.0835616438356
"98246",7333,11121,40.0835616438356
"98247",7333,6593,40.0835616438356
"98248",7333,2716,40.0835616438356
"98249",7333,9265,40.0835616438356
"98250",7333,7853,40.0835616438356
"98251",7340,10472,40.0835616438356
"98252",7340,9630,40.0835616438356
"98253",7340,9464,40.0835616438356
"98254",7450,13211,40.0835616438356
"98255",7450,10714,40.0835616438356
"98256",7450,7453,40.0835616438356
"98257",7815,7453,40.0835616438356
"98258",8044,13020,40.0835616438356
"98259",8044,12624,40.0835616438356
"98260",8044,8309,40.0835616438356
"98261",8084,10020,40.0835616438356
"98262",8084,5479,40.0835616438356
"98263",8084,12624,40.0835616438356
"98264",8084,13285,40.0835616438356
"98265",8084,9364,40.0835616438356
"98266",8084,9529,40.0835616438356
"98267",8118,11843,40.0835616438356
"98268",8118,8458,40.0835616438356
"98269",8118,2716,40.0835616438356
"98270",8178,8583,40.0835616438356
"98271",8178,5479,40.0835616438356
"98272",8204,9158,40.0835616438356
"98273",8204,8309,40.0835616438356
"98274",8204,5479,40.0835616438356
"98275",8204,10714,40.0835616438356
"98276",8204,10987,40.0835616438356
"98277",8632,13286,40.0835616438356
"98278",8632,13211,40.0835616438356
"98279",8676,10714,40.0835616438356
"98280",8676,8333,40.0835616438356
"98281",8676,7453,40.0835616438356
"98282",8820,11117,40.0835616438356
"98283",8820,7244,40.0835616438356
"98284",8820,9512,40.0835616438356
"98285",8820,8249,40.0835616438356
"98286",9141,13629,40.0835616438356
"98287",9141,11121,40.0835616438356
"98288",9141,9158,40.0835616438356
"98289",9141,13286,40.0835616438356
"98290",9141,8249,40.0835616438356
"98291",9141,11117,40.0835616438356
"98292",9141,10567,40.0835616438356
"98293",9141,8583,40.0835616438356
"98294",9141,8309,40.0835616438356
"98295",9211,13020,40.0835616438356
"98296",9211,9512,40.0835616438356
"98297",9211,12600,40.0835616438356
"98298",9211,9630,40.0835616438356
"98299",9211,11117,40.0835616438356
"98300",9211,484,40.0835616438356
"98301",9211,9158,40.0835616438356
"98302",9211,2716,40.0835616438356
"98303",9220,5479,40.0835616438356
"98304",9220,9464,40.0835616438356
"98305",9220,12810,40.0835616438356
"98306",9352,13211,40.0835616438356
"98307",9352,13286,40.0835616438356
"98308",9439,13020,40.0835616438356
"98309",9439,6593,40.0835616438356
"98310",9439,11162,40.0835616438356
"98311",9439,13285,40.0835616438356
"98312",9439,10237,40.0835616438356
"98313",9439,12739,40.0835616438356
"98314",9523,11121,40.0835616438356
"98315",9523,7453,40.0835616438356
"98316",9975,8249,40.0835616438356
"98317",9975,9464,40.0835616438356
"98318",9975,13286,40.0835616438356
"98319",9975,11162,40.0835616438356
"98320",9975,11843,40.0835616438356
"98321",9975,13020,40.0835616438356
"98322",9975,10714,40.0835616438356
"98323",10127,8458,40.0835616438356
"98324",10127,10987,40.0835616438356
"98325",10332,9364,40.0835616438356
"98326",10332,350,40.0835616438356
"98327",10332,9512,40.0835616438356
"98328",10356,13285,40.0835616438356
"98329",10356,12810,40.0835616438356
"98330",10356,13286,40.0835616438356
"98331",10406,11121,40.0835616438356
"98332",10406,350,40.0835616438356
"98333",10406,8333,40.0835616438356
"98334",10406,6593,40.0835616438356
"98335",10459,8661,40.0835616438356
"98336",10459,9364,40.0835616438356
"98337",10593,8458,40.0835616438356
"98338",10593,7853,40.0835616438356
"98339",10652,12600,40.0835616438356
"98340",10652,10237,40.0835616438356
"98341",10652,8309,40.0835616438356
"98342",10777,9436,40.0835616438356
"98343",10777,10987,40.0835616438356
"98344",10826,9364,40.0835616438356
"98345",10826,12739,40.0835616438356
"98346",10826,8333,40.0835616438356
"98347",10826,12624,40.0835616438356
"98348",10826,9906,40.0835616438356
"98349",10864,10472,40.0835616438356
"98350",10864,9512,40.0835616438356
"98351",10864,10714,40.0835616438356
"98352",10864,9158,40.0835616438356
"98353",10990,13629,40.0835616438356
"98354",10990,350,40.0835616438356
"98355",10990,13211,40.0835616438356
"98356",10990,12600,40.0835616438356
"98357",10990,6593,40.0835616438356
"98358",10990,12217,40.0835616438356
"98359",11201,9436,40.0835616438356
"98360",11201,9512,40.0835616438356
"98361",11201,6593,40.0835616438356
"98362",11201,11121,40.0835616438356
"98363",11201,12624,40.0835616438356
"98364",11201,9529,40.0835616438356
"98365",11201,11843,40.0835616438356
"98366",11206,10020,40.0835616438356
"98367",11206,12624,40.0835616438356
"98368",11206,13285,40.0835616438356
"98369",11206,13020,40.0835616438356
"98370",11268,13020,40.0835616438356
"98371",11268,12810,40.0835616438356
"98372",11291,13020,40.0835616438356
"98373",11701,12624,40.0835616438356
"98374",11701,10237,40.0835616438356
"98375",11734,9436,40.0835616438356
"98376",11734,7244,40.0835616438356
"98377",11734,10237,40.0835616438356
"98378",11734,10987,40.0835616438356
"98379",11781,9512,40.0835616438356
"98380",11781,13285,40.0835616438356
"98381",12006,10714,40.0835616438356
"98382",12006,350,40.0835616438356
"98383",12261,350,40.0835616438356
"98384",12261,13020,40.0835616438356
"98385",12261,7853,40.0835616438356
"98386",12405,7244,40.0835616438356
"98387",12405,10714,40.0835616438356
"98388",12438,5930,40.0835616438356
"98389",12438,484,40.0835616438356
"98390",12438,10987,40.0835616438356
"98391",12438,11162,40.0835616438356
"98392",13695,7453,40.0835616438356
"98393",13695,8583,40.0835616438356
"98394",13695,11843,40.0835616438356
"98395",13695,11117,40.0835616438356
"98396",13695,350,40.0835616438356
"98397",13695,9630,40.0835616438356
"98398",6055,7700,40.1668493150685
"98399",6617,7522,40.1668493150685
"98400",6997,8585,40.1668493150685
"98401",7368,11058,40.1668493150685
"98402",7371,10435,40.1668493150685
"98403",8300,9331,40.1668493150685
"98404",8407,10020,40.1668493150685
"98405",9039,9717,40.1668493150685
"98406",9198,11306,40.1668493150685
"98407",9220,11068,40.1668493150685
"98408",9378,10831,40.1668493150685
"98409",9439,9694,40.1668493150685
"98410",9557,11953,40.1668493150685
"98411",9562,13065,40.1668493150685
"98412",9946,12305,40.1668493150685
"98413",10127,14426,40.1668493150685
"98414",10140,11788,40.1668493150685
"98415",10208,11928,40.1668493150685
"98416",10406,10417,40.1668493150685
"98417",11283,10510,40.1668493150685
"98418",11474,9302,40.1668493150685
"98419",11823,12888,40.1668493150685
"98420",12111,14084,40.1668493150685
"98421",12145,10512,40.1668493150685
"98422",12145,12440,40.1668493150685
"98423",12240,12382,40.1668493150685
"98424",12373,13069,40.1668493150685
"98425",12392,12217,40.1668493150685
"98426",12690,12264,40.1668493150685
"98427",13362,10017,40.1668493150685
"98428",1195,6378,40.1668493150685
"98429",2462,5672,40.1668493150685
"98430",4717,3029,40.1668493150685
"98431",5823,10294,40.1668493150685
"98432",9465,14101,40.1668493150685
"98433",9673,12990,40.1668493150685
"98434",10230,13221,40.1668493150685
"98435",343,6466,40.1668493150685
"98436",7913,11550,40.1668493150685
"98437",10996,9864,40.1668493150685
"98438",3306,2126,40.1668493150685
"98439",4284,3865,40.1668493150685
"98440",4315,8516,40.1668493150685
"98441",4610,3211,40.1668493150685
"98442",5027,6400,40.1668493150685
"98443",5133,6057,40.1668493150685
"98444",5616,6134,40.1668493150685
"98445",5667,7046,40.1668493150685
"98446",5689,7300,40.1668493150685
"98447",6101,6062,40.1668493150685
"98448",7193,7994,40.1668493150685
"98449",7414,8648,40.1668493150685
"98450",7575,9408,40.1668493150685
"98451",7778,9414,40.1668493150685
"98452",7916,11691,40.1668493150685
"98453",8084,11101,40.1668493150685
"98454",8129,8797,40.1668493150685
"98455",8320,10780,40.1668493150685
"98456",8329,11207,40.1668493150685
"98457",8447,10003,40.1668493150685
"98458",8729,10457,40.1668493150685
"98459",8765,10622,40.1668493150685
"98460",8785,10269,40.1668493150685
"98461",8882,10911,40.1668493150685
"98462",8946,7958,40.1668493150685
"98463",9000,9599,40.1668493150685
"98464",9045,11161,40.1668493150685
"98465",9065,10105,40.1668493150685
"98466",9494,10848,40.1668493150685
"98467",9782,9935,40.1668493150685
"98468",9862,13308,40.1668493150685
"98469",10468,10824,40.1668493150685
"98470",10727,12520,40.1668493150685
"98471",10977,10949,40.1668493150685
"98472",11256,13995,40.1668493150685
"98473",11325,12873,40.1668493150685
"98474",11508,11315,40.1668493150685
"98475",11720,11235,40.1668493150685
"98476",12255,11726,40.1668493150685
"98477",10789,8127,40.1668493150685
"98478",1738,8583,40.1668493150685
"98479",7106,9512,40.1668493150685
"98480",8084,9265,40.1668493150685
"98481",8204,13286,40.1668493150685
"98482",9220,9265,40.1668493150685
"98483",10826,7244,40.1668493150685
"98484",10990,11843,40.1668493150685
"98485",11291,8661,40.1668493150685
"98486",1002,13285,40.1668493150685
"98487",1002,10237,40.1668493150685
"98488",1002,7244,40.1668493150685
"98489",1002,8583,40.1668493150685
"98490",1002,12217,40.1668493150685
"98491",1738,8249,40.1668493150685
"98492",1738,9906,40.1668493150685
"98493",1738,9265,40.1668493150685
"98494",1738,350,40.1668493150685
"98495",1738,10987,40.1668493150685
"98496",1738,9630,40.1668493150685
"98497",2127,5479,40.1668493150685
"98498",2127,8583,40.1668493150685
"98499",2127,11121,40.1668493150685
"98500",2127,13285,40.1668493150685
"98501",2127,11117,40.1668493150685
"98502",3147,9630,40.1668493150685
"98503",3147,5479,40.1668493150685
"98504",3147,7853,40.1668493150685
"98505",5693,8309,40.1668493150685
"98506",5693,8583,40.1668493150685
"98507",5693,5479,40.1668493150685
"98508",5693,10472,40.1668493150685
"98509",5966,6593,40.1668493150685
"98510",5966,9265,40.1668493150685
"98511",5966,10567,40.1668493150685
"98512",6055,9630,40.1668493150685
"98513",6055,11843,40.1668493150685
"98514",6055,7853,40.1668493150685
"98515",6055,8458,40.1668493150685
"98516",6059,9512,40.1668493150685
"98517",6059,2716,40.1668493150685
"98518",6091,11117,40.1668493150685
"98519",6091,8333,40.1668493150685
"98520",6091,13020,40.1668493150685
"98521",6091,9529,40.1668493150685
"98522",6223,9512,40.1668493150685
"98523",6223,10472,40.1668493150685
"98524",6223,8583,40.1668493150685
"98525",6383,9529,40.1668493150685
"98526",6383,5930,40.1668493150685
"98527",6383,8661,40.1668493150685
"98528",6383,5479,40.1668493150685
"98529",6493,8458,40.1668493150685
"98530",6493,10237,40.1668493150685
"98531",6493,13629,40.1668493150685
"98532",6534,10472,40.1668493150685
"98533",6534,7244,40.1668493150685
"98534",6534,11117,40.1668493150685
"98535",6534,12739,40.1668493150685
"98536",6534,11121,40.1668493150685
"98537",7106,13286,40.1668493150685
"98538",7106,10567,40.1668493150685
"98539",7106,9436,40.1668493150685
"98540",7106,9464,40.1668493150685
"98541",7106,8333,40.1668493150685
"98542",7333,10714,40.1668493150685
"98543",7333,6593,40.1668493150685
"98544",7340,12624,40.1668493150685
"98545",7340,10567,40.1668493150685
"98546",7340,9512,40.1668493150685
"98547",7340,8458,40.1668493150685
"98548",7450,9630,40.1668493150685
"98549",7450,5479,40.1668493150685
"98550",7815,11117,40.1668493150685
"98551",7815,7453,40.1668493150685
"98552",8044,8458,40.1668493150685
"98553",8044,9512,40.1668493150685
"98554",8044,7244,40.1668493150685
"98555",8084,10472,40.1668493150685
"98556",8084,7244,40.1668493150685
"98557",8084,13629,40.1668493150685
"98558",8084,13285,40.1668493150685
"98559",8084,12600,40.1668493150685
